UDI,Product ID,Type,Air temperature [K],Process temperature [K],Temperature difference [K],Rotational speed [rpm],Rotational speed (rad/s),Torque [Nm],Power (W),Tool wear [min],ToolWear_Torque,Machine failure,TWF,HDF,PWF,OSF,RNF,,,,,,,,,,,,,,,,
7596,H37009,H,300.5,311.2,10.7,1397,146.29,45.2,6612.47,2,90.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7597,L54776,L,300.5,311.1,10.6,1547,162.00,37.2,6026.45,7,260.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7598,L54777,L,300.5,311,10.5,2074,217.19,18.9,4104.87,9,170.1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7599,L54778,L,300.5,311.1,10.6,1491,156.14,42.6,6651.44,11,468.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7600,L54779,L,300.5,311,10.5,1759,184.20,28.3,5212.92,13,367.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7601,M22460,M,300.4,311,10.6,1595,167.03,35.4,5912.79,15,531,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7602,L54781,L,300.4,311.2,10.8,1351,141.48,62,8771.54,18,1116,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7603,L54782,L,300.4,311.2,10.8,1705,178.55,28.7,5124.30,20,574,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7604,L54783,L,300.4,311.2,10.8,1406,147.24,43.6,6419.49,22,959.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7605,L54784,L,300.4,311.3,10.9,1639,171.64,34.6,5938.59,24,830.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7606,H37019,H,300.4,311.3,10.9,2026,212.16,20.3,4306.89,26,527.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7607,M22466,M,300.4,311.3,10.9,1350,141.37,56.5,7987.50,31,1751.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7608,M22467,M,300.5,311.3,10.8,1468,153.73,41.1,6318.25,34,1397.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7609,L54788,L,300.5,311.4,10.9,1642,171.95,27.1,4659.84,37,1002.7,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7610,L54789,L,300.5,311.3,10.8,1490,156.03,41.8,6522.16,39,1630.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7611,M22470,M,300.5,311.3,10.8,1507,157.81,43.4,6849.07,41,1779.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7612,L54791,L,300.5,311.4,10.9,1611,168.70,32.7,5516.61,44,1438.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7613,M22472,M,300.5,311.4,10.9,1743,182.53,27.6,5037.73,46,1269.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7614,L54793,L,300.5,311.3,10.8,1475,154.46,46.3,7151.57,49,2268.7,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7615,L54794,L,300.5,311.4,10.9,1432,149.96,47.5,7123.04,51,2422.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7616,L54795,L,300.5,311.4,10.9,1442,151.01,47,7097.28,53,2491,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7617,M22476,M,300.6,311.4,10.8,1468,153.73,40.4,6210.64,55,2222,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7618,L54797,L,300.5,311.4,10.9,1556,162.94,45.3,7381.36,58,2627.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7619,M22478,M,300.5,311.4,10.9,1312,137.39,51.4,7061.97,60,3084,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7620,L54799,L,300.6,311.5,10.9,1459,152.79,47,7180.95,63,2961,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7621,L54800,L,300.5,311.5,11,1651,172.89,36.9,6379.73,65,2398.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7622,L54801,L,300.5,311.5,11,1490,156.03,38.4,5991.65,67,2572.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7623,M22482,M,300.6,311.6,11,1473,154.25,31.5,4858.94,69,2173.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7624,L54803,L,300.6,311.7,11.1,1734,181.58,29.9,5429.36,72,2152.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7625,L54804,L,300.6,311.7,11.1,1507,157.81,45.5,7180.48,74,3367,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7626,L54805,L,300.6,311.7,11.1,1556,162.94,34.9,5686.74,76,2652.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7627,H37040,H,300.5,311.6,11.1,1351,141.48,53.5,7568.99,78,4173,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7628,L54807,L,300.5,311.7,11.2,1445,151.32,44.8,6779.14,83,3718.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7629,L54808,L,300.5,311.7,11.2,1619,169.54,32.7,5544.00,85,2779.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7630,M22489,M,300.5,311.7,11.2,1269,132.89,64,8504.92,87,5568,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7631,L54810,L,300.5,311.6,11.1,1534,160.64,37.7,6056.13,90,3393,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7632,L54811,L,300.5,311.6,11.1,1444,151.22,49.3,7454.92,92,4535.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7633,L54812,L,300.5,311.6,11.1,1744,182.63,26.8,4894.52,94,2519.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7634,L54813,L,300.4,311.5,11.1,1441,150.90,44.6,6730.19,96,4281.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7635,M22494,M,300.3,311.3,11,1506,157.71,40.7,6418.71,98,3988.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7636,L54815,L,300.3,311.4,11.1,1526,159.80,38.5,6152.39,101,3888.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7637,L54816,L,300.4,311.5,11.1,1704,178.44,29.7,5299.74,103,3059.1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7638,H37051,H,300.4,311.4,11,1445,151.32,52.4,7929.17,105,5502,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7639,L54818,L,300.5,311.5,11,1661,173.94,35.9,6244.43,110,3949,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7640,L54819,L,300.5,311.4,10.9,1466,153.52,41.8,6417.10,112,4681.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7641,L54820,L,300.4,311.3,10.9,1608,168.39,35.1,5910.47,114,4001.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7642,M22501,M,300.4,311.4,11,1352,141.58,57.3,8112.60,116,6646.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7643,M22502,M,300.4,311.4,11,1604,167.97,31.7,5324.66,119,3772.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7644,H37057,H,300.4,311.4,11,1427,149.44,50.7,7576.36,122,6185.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7645,L54824,L,300.4,311.4,11,1424,149.12,44.6,6650.79,127,5664.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7646,L54825,L,300.4,311.4,11,1662,174.04,29.3,5099.50,129,3779.7,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7647,L54826,L,300.4,311.4,11,1936,202.74,23.9,4845.42,131,3130.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7648,L54827,L,300.4,311.4,11,1728,180.96,31.7,5736.30,133,4216.1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7649,L54828,L,300.4,311.4,11,1552,162.53,28.8,4680.72,135,3888,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7650,H37063,H,300.4,311.5,11.1,1662,174.04,29,5047.28,137,3973,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7651,L54830,L,300.3,311.4,11.1,1343,140.64,57.7,8114.85,142,8193.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7652,M22511,M,300.4,311.5,11.1,1476,154.57,32.6,5038.86,144,4694.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7653,L54832,L,300.3,311.4,11.1,1346,140.95,51.1,7202.69,147,7511.7,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7654,L54833,L,300.4,311.5,11.1,1492,156.24,44.6,6968.39,149,6645.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7655,M22514,M,300.3,311.5,11.2,1540,161.27,41.5,6692.64,151,6266.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7656,L54835,L,300.4,311.5,11.1,1596,167.13,32.5,5431.81,154,5005,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7657,L54836,L,300.5,311.6,11.1,1541,161.37,47.8,7713.64,156,7456.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7658,L54837,L,300.5,311.6,11.1,1661,173.94,30,5218.19,158,4740,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7659,M22518,M,300.4,311.6,11.2,1359,142.31,55.4,7884.20,160,8864,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7660,L54839,L,300.5,311.6,11.1,1528,160.01,42.4,6784.50,163,6911.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7661,M22520,M,300.5,311.6,11.1,1246,130.48,52.9,6902.44,165,8728.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7662,L54841,L,300.5,311.6,11.1,1575,164.93,32.5,5360.34,168,5460,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7663,M22522,M,300.5,311.6,11.1,1658,173.63,30.4,5278.21,170,5168,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7664,L54843,L,300.5,311.6,11.1,1385,145.04,54.8,7948.02,173,9480.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7665,H37078,H,300.5,311.7,11.2,1454,152.26,50.3,7658.80,175,8802.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7666,L54845,L,300.5,311.6,11.1,1497,156.77,40.5,6349.00,180,7290,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7667,M22526,M,300.6,311.7,11.1,1424,149.12,50.8,7575.34,182,9245.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7668,L54847,L,300.6,311.7,11.1,1528,160.01,43.9,7024.52,185,8121.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7669,L54848,L,300.6,311.8,11.2,1539,161.16,37,5963.06,187,6919,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7670,L54849,L,300.7,311.8,11.1,1336,139.91,58.4,8170.49,189,11037.6,1,0,0,0,1,0,,,,,,,,,,,,,,,,
7671,L54850,L,300.5,311.6,11.1,1525,159.70,37.6,6004.63,191,7181.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7672,M22531,M,300.5,311.6,11.1,1456,152.47,51.1,7791.32,193,9862.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7673,M22532,M,300.5,311.7,11.2,2141,224.20,17.2,3856.33,196,3371.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7674,M22533,M,300.5,311.6,11.1,1476,154.57,39.1,6043.54,199,7780.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7675,L54854,L,300.5,311.6,11.1,1509,158.02,47.2,7458.64,202,9534.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7676,L54855,L,300.5,311.6,11.1,1447,151.53,45.4,6879.44,204,9261.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7677,L54856,L,300.6,311.7,11.1,1448,151.63,49.1,7445.24,206,10114.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7678,L54857,L,300.6,311.7,11.1,1428,149.54,52.6,7865.79,208,10940.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7679,M22538,M,300.6,311.7,11.1,1389,145.46,52.1,7578.24,210,10941,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7680,L54859,L,300.7,311.7,11,1635,171.22,32.4,5547.42,213,6901.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7681,L54860,L,300.7,311.7,11,1395,146.08,43.7,6383.87,215,9395.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7682,L54861,L,300.7,311.8,11.1,1443,151.11,43.7,6603.53,217,9482.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7683,M22542,M,300.7,311.7,11,1412,147.86,49.1,7260.14,219,10752.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7684,L54863,L,300.7,311.7,11,1524,159.59,43.5,6942.29,222,9657,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7685,M22544,M,300.7,311.8,11.1,1407,147.34,42.4,6247.25,224,9497.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7686,L54865,L,300.8,311.7,10.9,1397,146.29,43.5,6363.77,227,9874.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7687,M22546,M,300.7,311.7,11,1504,157.50,36.9,5811.70,229,8450.1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7688,M22547,M,300.7,311.7,11,2097,219.60,18.9,4150.39,232,4384.8,1,1,0,0,0,0,,,,,,,,,,,,,,,,
7689,L54868,L,300.6,311.7,11.1,1553,162.63,39.8,6472.67,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7690,L54869,L,300.6,311.7,11.1,1432,149.96,39.2,5878.38,2,78.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7691,M22550,M,300.5,311.6,11.1,1577,165.14,36.5,6027.72,4,146,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7692,M22551,M,300.5,311.5,11,1370,143.47,56.1,8048.45,7,392.7,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7693,H37106,H,300.5,311.6,11.1,1506,157.71,36.2,5709.03,10,362,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7694,L54873,L,300.6,311.6,11,1964,205.67,21.4,4401.33,15,321,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7695,H37108,H,300.6,311.7,11.1,1500,157.08,36.7,5764.82,17,623.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7696,L54875,L,300.6,311.7,11.1,1488,155.82,47.7,7432.76,22,1049.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7697,H37110,H,300.6,311.5,10.9,1282,134.25,60.2,8081.89,24,1444.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7698,L54877,L,300.5,311.4,10.9,1400,146.61,45.1,6612.01,29,1307.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7699,L54878,L,300.6,311.5,10.9,1419,148.60,38.6,5735.86,31,1196.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7700,M22559,M,300.7,311.5,10.8,1441,150.90,40.6,6126.59,33,1339.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7701,M22560,M,300.7,311.6,10.9,1348,141.16,62.5,8822.64,36,2250,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7702,H37115,H,300.8,311.7,10.9,1468,153.73,38.7,5949.30,39,1509.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7703,M22562,M,300.7,311.7,11,1701,178.13,30.8,5486.35,44,1355.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7704,H37117,H,300.7,311.7,11,1864,195.20,23.6,4606.66,47,1109.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7705,M22564,M,300.6,311.6,11,1630,170.69,31.8,5428.04,52,1653.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7706,L54885,L,300.5,311.5,11,1316,137.81,49.7,6849.22,55,2733.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7707,L54886,L,300.5,311.5,11,1708,178.86,31.2,5580.47,57,1778.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7708,H37121,H,300.5,311.4,10.9,1679,175.82,27.5,4835.17,59,1622.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7709,L54888,L,300.5,311.4,10.9,1709,178.97,32.3,5780.60,64,2067.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7710,L54889,L,300.5,311.4,10.9,1445,151.32,41.5,6279.78,66,2739,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7711,M22570,M,300.5,311.4,10.9,1390,145.56,51.9,7554.59,68,3529.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7712,L54891,L,300.4,311.4,11,1309,137.08,55.5,7607.84,71,3940.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7713,L54892,L,300.5,311.5,11,1499,156.97,37.6,5902.26,73,2744.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7714,M22573,M,300.5,311.4,10.9,2072,216.98,18.8,4079.21,75,1410,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7715,L54894,L,300.5,311.5,11,1487,155.72,43,6695.89,78,3354,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7716,L54895,L,300.5,311.5,11,1302,136.35,49.6,6762.72,80,3968,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7717,M22576,M,300.5,311.5,11,1378,144.30,48.2,6955.44,82,3952.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7718,L54897,L,300.5,311.6,11.1,1365,142.94,53,7575.95,85,4505,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7719,H37132,H,300.6,311.7,11.1,1427,149.44,44.6,6664.81,87,3880.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7720,H37133,H,300.6,311.7,11.1,1535,160.74,33.3,5352.80,92,3063.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7721,H37134,H,300.5,311.6,11.1,1476,154.57,41.7,6445.42,97,4044.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7722,L54901,L,300.5,311.6,11.1,1425,149.23,42.4,6327.17,102,4324.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7723,L54902,L,300.5,311.7,11.2,1409,147.55,54.7,8070.99,104,5688.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7724,L54903,L,300.5,311.6,11.1,1730,181.17,30.2,5471.19,106,3201.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7725,M22584,M,300.5,311.6,11.1,1454,152.26,41.4,6303.67,108,4471.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7726,L54905,L,300.6,311.7,11.1,1744,182.63,26.9,4912.78,111,2985.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7727,M22586,M,300.8,311.9,11.1,1761,184.41,29,5347.93,113,3277,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7728,M22587,M,300.7,311.9,11.2,1657,173.52,30.9,5361.79,116,3584.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7729,L54908,L,300.7,311.8,11.1,1420,148.70,47,6989.00,119,5593,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7730,H37143,H,300.7,311.9,11.2,1329,139.17,59.2,8239.02,121,7163.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7731,L54910,L,300.6,311.9,11.3,1472,154.15,44.2,6813.32,126,5569.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7732,L54911,L,300.6,312,11.4,1566,163.99,30.1,4936.13,128,3852.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7733,L54912,L,300.6,312,11.4,1430,149.75,42.7,6394.29,130,5551,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7734,L54913,L,300.6,312,11.4,1481,155.09,40.9,6343.18,132,5398.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7735,L54914,L,300.6,312,11.4,1670,174.88,29.4,5141.53,134,3939.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7736,L54915,L,300.6,312,11.4,1406,147.24,55.1,8112.70,136,7493.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7737,H37150,H,300.6,312.1,11.5,1354,141.79,46.9,6649.98,138,6472.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7738,M22597,M,300.5,312,11.5,1985,207.87,19.3,4011.87,143,2759.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7739,M22598,M,300.5,312,11.5,1263,132.26,60.8,8041.47,146,8876.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7740,L54919,L,300.5,311.9,11.4,1576,165.04,31.1,5132.69,149,4633.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7741,L54920,L,300.5,312,11.5,1453,152.16,45.1,6862.32,151,6810.1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7742,L54921,L,300.5,312,11.5,1478,154.78,39,6036.26,153,5967,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7743,M22602,M,300.5,311.9,11.4,1323,138.54,57.9,8021.71,155,8974.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7744,L54923,L,300.5,311.9,11.4,1710,179.07,28.4,5085.61,158,4487.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7745,L54924,L,300.4,311.7,11.3,1314,137.60,59.5,8187.30,160,9520,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7746,L54925,L,300.4,311.7,11.3,1460,152.89,39.6,6054.48,162,6415.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7747,M22606,M,300.4,311.7,11.3,1508,157.92,45.4,7169.45,164,7445.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7748,M22607,M,300.5,311.8,11.3,1331,139.38,55.3,7707.82,167,9235.1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7749,L54928,L,300.4,311.7,11.3,1515,158.65,47.4,7520.03,170,8058,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7750,L54929,L,300.4,311.6,11.2,1674,175.30,33,5784.93,172,5676,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7751,L54930,L,300.4,311.7,11.3,1444,151.22,51.2,7742.22,174,8908.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7752,M22611,M,300.4,311.7,11.3,1398,146.40,42.6,6236.56,176,7497.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7753,M22612,M,300.4,311.7,11.3,1832,191.85,24.2,4642.69,179,4331.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7754,M22613,M,300.5,311.8,11.3,1591,166.61,42,6997.58,182,7644,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7755,M22614,M,300.4,311.7,11.3,1478,154.78,39.9,6175.55,185,7381.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7756,M22615,M,300.4,311.8,11.4,1362,142.63,47.6,6789.11,188,8948.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7757,L54936,L,300.5,311.8,11.3,1368,143.26,57.9,8294.56,191,11058.9,1,0,0,0,1,0,,,,,,,,,,,,,,,,
7758,M22617,M,300.3,311.7,11.4,1723,180.43,28.3,5106.23,193,5461.9,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7759,L54938,L,300.4,311.8,11.4,1689,176.87,30.8,5447.65,196,6036.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7760,L54939,L,300.4,311.8,11.4,1272,133.20,59.2,7885.65,198,11721.6,1,0,0,0,1,0,,,,,,,,,,,,,,,,
7761,M22620,M,300.4,311.7,11.3,1511,158.23,33,5221.64,200,6600,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7762,H37175,H,300.4,311.6,11.2,1715,179.59,30.8,5531.51,203,6252.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7763,M22622,M,300.3,311.5,11.2,1400,146.61,43.8,6421.42,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7764,L54943,L,300.4,311.6,11.2,1200,125.66,76.6,9625.84,3,229.8,1,0,0,1,0,0,,,,,,,,,,,,,,,,
7765,M22624,M,300.4,311.7,11.3,1555,162.84,38.7,6301.88,5,193.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7766,H37179,H,300.3,311.6,11.3,1427,149.44,56.2,8398.25,8,449.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7767,L54946,L,300.3,311.4,11.1,1318,138.02,52.7,7273.69,13,685.1,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7768,H37181,H,300.2,311.4,11.2,1319,138.13,54.6,7541.64,15,819,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7769,M22628,M,300.2,311.4,11.2,1960,205.25,20.9,4289.74,20,418,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7770,L54949,L,300.3,311.5,11.2,1552,162.53,38.9,6322.22,23,894.7,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7771,L54950,L,300.3,311.5,11.2,1548,162.11,32.2,5219.82,25,805,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7772,L54951,L,300.3,311.6,11.3,1709,178.97,29.5,5279.50,27,796.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7773,H37186,H,300.3,311.5,11.2,1464,153.31,41,6285.70,29,1189,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7774,L54953,L,300.3,311.4,11.1,1759,184.20,24.8,4568.21,34,843.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7775,L54954,L,300.3,311.5,11.2,1634,171.11,31.9,5458.48,36,1148.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7776,L54955,L,300.3,311.5,11.2,1663,174.15,33.6,5851.40,38,1276.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7777,M22636,M,300.3,311.5,11.2,1445,151.32,47.3,7157.44,40,1892,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7778,L54957,L,300.3,311.5,11.2,1695,177.50,25.6,4544.00,43,1100.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7779,L54958,L,300.4,311.6,11.2,1517,158.86,39,6195.53,45,1755,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7780,L54959,L,300.5,311.7,11.2,1811,189.65,26.8,5082.55,47,1259.6,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7781,L54960,L,300.4,311.6,11.2,1815,190.07,23.5,4466.56,49,1151.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7782,L54961,L,300.4,311.7,11.3,1513,158.44,40,6337.64,51,2040,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7783,M22642,M,300.4,311.6,11.2,1518,158.96,36.4,5786.31,53,1929.2,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7784,L54963,L,300.3,311.5,11.2,1667,174.57,28.8,5027.55,56,1612.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7785,L54964,L,300.3,311.5,11.2,1403,146.92,60.1,8830.00,58,3485.8,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7786,L54965,L,300.2,311.5,11.3,1383,144.83,42.1,6097.23,60,2526,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7787,L54966,L,300.3,311.5,11.2,1466,153.52,46.2,7092.59,62,2864.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7788,L54967,L,300.3,311.5,11.2,1378,144.30,47.5,6854.43,64,3040,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7789,M22648,M,300.2,311.5,11.3,1547,162.00,40.9,6625.86,66,2699.4,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7790,L54969,L,300.2,311.5,11.3,1495,156.56,38.5,6027.41,69,2656.5,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7791,L54970,L,300.1,311.4,11.3,1729,181.06,29.3,5305.07,71,2080.3,0,0,0,0,0,0,,,,,,,,,,,,,,,,
